institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
Beacon College,regional-colleges-south,,FL,Leesburg,34748,south,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.beaconcollege.edu/
Becker College,regional-colleges-north,,MA,Worcester,01609,north,True,private,#36-#46,-1,False,20,,69,,,,,,,970,,970-1160,20-26,"Private, Coed",1784,None,Semester,City,N/A,http://www.beckercollege.edu
Belhaven University,regional-universities-south,,MS,Jackson,39202,south,True,private,#47,47,True,17,75,52,26202,3.4,,,2308,,1018,24907.0,1018-1213,17-24,"Private, Coed",1883,Presbyterian,Semester,City,$5.5 million +,http://www.belhaven.edu
Bellarmine University,national-universities,,KY,Louisville,40205,,True,private,#197,197,True,22,,86,42430,3.6,,,2552,2.2,1060,,1060-1270,22-28,"Private, Coed",1950,Roman Catholic,Semester,Urban,$66.9 million,http://www.bellarmine.edu
Bellevue College,regional-colleges-west,,WA,Bellevue,98007,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.bellevuecollege.edu
Bellevue University,regional-universities-midwest,,NE,Bellevue,68005,midwest,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.bellevue.edu
Bellin College,health,,WI,Green Bay,54305,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.bellincollege.edu/
Bellingham Technical College,regional-colleges-west,,WA,Bellingham,98225,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.spokanefalls.edu
Belmont Abbey College,regional-colleges-south,,NC,Belmont,28012,south,True,private,#22,22,True,19,65,80,18500,3.2,,,1556,,950,23180.0,950-1180,19-24,"Private, Coed",1876,Roman Catholic,Semester,Suburban,$9.2 million +,http://www.belmontabbeycollege.edu
Belmont University,national-universities,,TN,Nashville,37212,,True,private,#166,166,True,24,48,82,35650,3.8,,,6656,2.5,1120,36249.0,1120-1300,24-29,"Private, Coed",1890,Interdenominational,Semester,Urban,$221.0 million +,//www.Belmont.edu
Beloit College,national-liberal-arts-colleges,,WI,Beloit,53511,,True,private,#82,82,True,21,60,56,51532,3.3,,,1275,,1120,25614.0,1120-1360,21-29,"Private, Coed",1846,None,Semester,City,$160.9 million +,http://www.beloit.edu
Bemidji State University,regional-universities-midwest,,MN,Bemidji,56601,midwest,True,public,#92,92,True,19,,65,8696,3.2,,,4727,,,,N/A,19-24,"Public, Coed",1919,None,Semester,Rural,$26.4 million +,http://www.bemidjistate.edu
Benedict College,regional-colleges-south,,SC,Columbia,29204,south,True,private,#65-#84,-1,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1870,None,Semester,City,N/A,http://www.benedict.edu
Benedictine College,regional-colleges-midwest,,KS,Atchison,66002,midwest,True,private,#10,10,True,21,66,97,30530,3.5,2.0,,2057,,1050,28401.0,1050-1280,21-28,"Private, Coed",1858,Roman Catholic,Semester,Rural,$26.2 million +,http://www.benedictine.edu
Benedictine University,national-universities,,IL,Lisle,60532,,True,private,#293-#381,-1,False,19,,65,34290,3.4,,,2718,,980,,980-1190,19-25,"Private, Coed",1887,Roman Catholic,Semester,Suburban,$36.4 million +,//www.ben.edu
Benjamin Franklin Institute of Technology,technology,,MA,Boston,02116,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.bfit.edu
Bennett College,national-liberal-arts-colleges,,NC,Greensboro,27401,,True,private,#164-#215,-1,False,14,,96,18513,,,,534,,800,,800-1000,14-20,"Private, Women's college",1873,United Methodist,Semester,Urban,$13.1 million +,http://www.bennett.edu
Bennington College,national-liberal-arts-colleges,,VT,Bennington,05201,,True,private,#89,89,True,28,62,57,55950,3.5,,,735,,1230,32309.0,1230-1390,28-32,"Private, Coed",1932,None,Semester,Rural,$35.0 million,http://www.bennington.edu
Bentley University,regional-universities-north,,MA,Waltham,02452,north,True,private,#2,2,False,28,43,43,51830,,,,4253,3.4,1240,34315.0,1240-1410,28-32,"Private, Coed",1917,None,Semester,Suburban,$289.6 million,http://www.bentley.edu
Berea College,national-liberal-arts-colleges,,KY,Berea,40404,,True,private,#46,46,True,22,,38,,3.5,,,1673,,1030,,1030-1213,22-27,"Private, Coed",1855,None,Semester,Rural,$1.2 billion,http://www.berea.edu
Berkeley College,regional-colleges-north,,NJ,Woodland Park,07424,north,True,proprietary,Unranked,-2,False,,,,26500,,,,3324,,,,N/A,N/A,"Proprietary, Coed",1931,None,Semester,Suburban,N/A,https://berkeleycollege.edu/
Berkeley College,specialty-business,,NY,New York,10017,,True,proprietary,Unranked,-2,False,,,,26500,,,,3696,,,,N/A,N/A,"Proprietary, Coed",1931,None,Semester,Urban,N/A,http://www.berkeleycollege.edu
Berklee College of Music,specialty-arts,,MA,Boston,02215,,True,private,Unranked,-2,False,,,52,45660,,,,6400,,,,N/A,N/A,"Private, Coed",1945,None,Semester,Urban,$365.1 million,http://www.berklee.edu
Berry College,regional-universities-south,,GA,Mount Berry,30149,south,True,private,#4,4,False,23,71,66,37246,3.7,,,1936,2.2,1110,26456.0,1110-1310,23-29,"Private, Coed",1902,None,Semester,Suburban,$985.1 million +,https://www.berry.edu/
Bethany College,national-liberal-arts-colleges,,WV,Bethany,26032,,True,private,#164-#215,-1,False,17,,91,30666,2.9,,,560,,890,,890-1130,17-23,"Private, Coed",1840, Christian Church (Disciples of Christ),Semester,Rural,$42.0 million +,http://www.bethanywv.edu
Bethany College,regional-colleges-midwest,,KS,Lindsborg,67456,midwest,True,private,#53,53,True,18,,70,29565,,,,806,,890,,890-1060,18-23,"Private, Coed",1881,Evangelical Lutheran Church,4-1-4,Rural,$2.8 million,http://www.bethanylb.edu
Bethany Lutheran College,national-liberal-arts-colleges,,MN,Mankato,56001,,True,private,#164-#215,-1,False,19,,78,28080,,,,739,,1060,,1060-1245,19-25,"Public, Coed",1867,None,Semester,Urban,$100.9 million +,http://www.alasu.edu
Bethel College,regional-colleges-midwest,,KS,North Newton,67117,midwest,True,private,#23,23,False,18,64,44,29390,3.5,,,444,,920,36897.0,920-1147,18-24,"Private, Coed",1887,Mennonite Church,4-1-4,Suburban,$18.9 million +,http://www.bethelks.edu
Bethel University,national-universities,,MN,St. Paul,55112,,True,private,#197,197,True,22,,71,38460,3.6,,,2857,,1033,,1033-1286,22-28,"Private, Coed",1871, Baptist,4-1-4,Suburban,$53.0 million +,https://www.bethel.edu
Bethel University,regional-universities-midwest,,IN,Mishawaka,46545,midwest,True,private,#30,30,True,19,,92,29170,3.4,,,1285,,970,,970-1170,19-25,"Private, Coed",1947,Missionary Church Inc,Semester,City,$10.4 million +,http://www.betheluniversity.edu
Bethel University,regional-universities-south,,TN,McKenzie,38201,south,True,private,#96-#122,-1,False,16,,67,17010,2.9,,,4560,,820,,820-1072,16-25,"Private, Coed",1842,Cumberland Presbyterian,Differs by program,Rural,$3.6 million +,http://www.bethelu.edu
Bethune-Cookman University,national-liberal-arts-colleges,Bethune Cookman University,FL,Daytona Beach,32114,,True,private,#164-#215,-1,False,15,,79,14814,3.1,2.1,,3620,,850,,850-1010,15-19,"Private, Coed",1904,None,Semester,Urban,$41.6 million,http://www.bethune.cookman.edu
Binghamton University--SUNY,national-universities,Binghamton University SUNY Binghamton Binghamton University SUNY,NY,Binghamton,13902,,True,public,#79,79,True,28,63,40,27791,4,2.4,,14021,3.0,1310,30956.0,1310-1440,28-32,"Public, Coed",1946,None,Semester,Suburban,$110.7 million,http://www.binghamton.edu
BI Norwegian Business School,unranked,,,0484 Oslo,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.bi.edu
Biola University,national-universities,,CA,La Mirada,90639,,True,private,#185,185,True,21,67,87,41976,3.6,,,4010,,1060,37624.0,1060-1260,21-27,"Private, Coed",1908,Multiple Protestant Denomination,4-1-4,Suburban,$154.6 million,http://www.biola.edu
Birmingham-Southern College,national-liberal-arts-colleges,Birmingham Southern College,AL,Birmingham,35254,,True,private,#140,140,True,22,,57,18238,3.6,,,1268,,1040,,1040-1250,22-28,"Private, Coed",1856,United Methodist,4-1-4,Urban,N/A,https://www.bsc.edu
Bismarck State College,regional-colleges-midwest,,ND,Bismarck,58506,midwest,True,public,#55-#70,-1,False,,,,5588,,,,3778,,,,N/A,N/A,"Public, Coed",1939,None,Semester,City,N/A,https://bismarckstate.edu/
Blackburn College,national-liberal-arts-colleges,,IL,Carlinville,62626,,True,private,#164-#215,-1,False,18,,54,23510,3.4,,,566,,940,,940-1140,18-22,"Private, Coed",1837,Presbyterian Church (USA),Semester,Rural,$22.8 million +,http://www.blackburn.edu
Black Hills State University,regional-universities-midwest,,SD,Spearfish,57799,midwest,True,public,#117-#153,-1,False,18,,88,12155,,,,3745,2.0,958,,958-1180,18-24,"Public, Coed",1883,None,Semester,Rural,$12.3 million +,http://www.bhsu.edu
Blessing-Rieman College of Nursing and Health Sciences,unranked,Blessing Rieman College of Nursing,IL,Quincy,62305,,True,private,Unranked,-2,False,,,51,27350,,,,264,,,,N/A,N/A,"Private, Coed",N/A,None,Semester,City,N/A,http://www.brcn.edu/
Bloomfield College,national-liberal-arts-colleges,,NJ,Bloomfield,07003,,True,private,#164-#215,-1,False,14,,64,29550,,,,,,840,,840-1040,14-19,"Private, Coed",1868,Presbyterian Church (USA),Semester,Suburban,N/A,http://www.bloomfield.edu
Bloomsburg University of Pennsylvania,regional-universities-north,,PA,Bloomsburg,17815,north,True,public,#113,113,True,18,,77,22532,3.3,,,8253,2.1,990,,990-1150,18-24,"Public, Coed",1839,None,Semester,Rural,$47.1 million,http://www.bloomu.edu
Bluefield College,regional-colleges-south,,VA,Bluefield,24605,south,True,private,#46,46,True,16,,94,27036,3,,,947,,898,,898-1063,16-20,"Private, Coed",1922, Baptist,Semester,Rural,$6.8 million +,http://www.bluefield.edu
Bluefield State College,regional-colleges-south,,WV,Bluefield,24701,south,True,public,#52,52,False,17,,76,14352,3.3,,,1275,,890,,890-1080,17-22,"Public, Coed",1895,None,Semester,Rural,$1.9 million +,https://bluefieldstate.edu/
Blue Mountain College,regional-colleges-south,,MS,Blue Mountain,38610,south,True,private,#14,14,False,19,77,93,14100,3.5,,,631,,890,13523.0,890-1100,19-25,"Private, Coed",1873,Southern Baptist,Semester,Rural,$17.5 million,https://bmc.edu/
Bluffton University,regional-colleges-midwest,,OH,Bluffton,45817,midwest,True,private,#26,26,True,18,83,42,33736,3.2,,,700,,870,24942.0,870-1100,18-25,"Private, Coed",1899,Mennonite Church,Semester,Rural,$25.3 million,http://www.bluffton.edu
Bob Jones University,regional-universities-south,,SC,Greenville,29614,south,True,private,#34,34,True,20,71,78,19100,3.2,,,2647,,1028,17624.0,1028-1230,20-27,"Private, Coed",1927,Evangelical Christian,Semester,Suburban,$15.1 million +,//www.bju.edu/admission
Boise State University,national-universities,,ID,Boise,83725,,True,public,#293-#381,-1,False,21,,81,24988,3.5,2.3,,22064,2.8,1030,,1030-1220,21-26,"Public, Coed",1932,None,Semester,City,$111.3 million +,http://www.boisestate.edu
Boricua College,regional-colleges-north,,NY,New York,10032,north,True,private,Unranked,-2,False,,,73,11025,,,,639,,,,N/A,N/A,"Private, Coed",1973,None,Semester,Urban,N/A,http://www.boricuacollege.edu/
Boston Architectural College,specialty-arts,,MA,Boston,02115,,True,private,Unranked,-2,False,,,100,21894,,,,272,,,,N/A,N/A,"Private, Coed",1889,None,Semester,Urban,$11.8 million +,http://www.the-bac.edu
Boston College,national-universities,BC,MA,Chestnut Hill,02467,,True,private,#37,37,True,31,37,28,57910,,,,9377,3.8,1320,30811.0,1320-1490,31-34,"Private, Coed",1863,Roman Catholic,Semester,Suburban,$2.5 billion +,http://www.bc.edu
Boston University,national-universities,BU,MA,Boston,02215,,True,private,#40,40,True,30,40,22,55892,3.7,3.2,,18515,3.5,1330,34417.0,1330-1500,30-33,"Private, Coed",1839,None,Semester,Urban,$2.2 billion,http://www.bu.edu
Bowdoin College,national-liberal-arts-colleges,,ME,Brunswick,04011,,True,private,#6,6,False,30,49,10,56350,,,,1828,,1300,23188.0,1300-1510,30-34,"Private, Coed",1794,Other,Semester,Suburban,$1.6 billion +,https://www.bowdoin.edu
Bowie State University,regional-universities-north,,MD,Bowie,20715,north,True,public,#129-#170,-1,False,16,,33,19136,2.9,,,5308,,860,,860-1020,16-20,"Public, Coed",1865,None,Semester,Suburban,$9.9 million,//www.bowiestate.edu
Bowling Green State University,national-universities,BGSU,OH,Bowling Green,43403,,True,public,#246,246,True,20,,72,19305,3.4,,,14858,2.7,1000,,1000-1200,20-25,"Public, Coed",1910,None,Semester,Rural,$162.3 million,http://www.bgsu.edu
Bradley University,regional-universities-midwest,,IL,Peoria,61625,midwest,True,private,#4,4,False,23,71,67,34610,3.8,3.2,,4606,2.7,1090,27827.0,1090-1290,23-28,"Private, Coed",1897,None,Semester,City,$304.4 million +,http://www.bradley.edu
Brandeis University,national-universities,,MA,Waltham,02454,,True,private,#40,40,True,29,45,31,57561,3.8,,,3639,3.1,1280,30606.0,1280-1500,29-33,"Private, Coed",1948,None,Semester,Suburban,$1.0 billion +,http://www.brandeis.edu
Brandman University,national-universities,,CA,Irvine,92618,,True,private,Unranked,-2,False,,,79,15440,,,,4246,,,,N/A,N/A,"Private, Coed",1958,Other,Trimester,Suburban,"$5,000",http://www.brandman.edu
Brazosport College,regional-colleges-west,,TX,Lake Jackson,77566,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.brazosport.edu
Brenau University,regional-universities-south,,GA,Gainesville,30501,south,True,private,#38,38,True,17,80,65,31084,3.5,,,1754,,910,31533.0,910-1140,17-23,"Private, Coed",1878,None,Semester,City,$47.9 million +,http://www.brenau.edu
Brescia University,regional-colleges-south,,KY,Owensboro,42301,south,True,private,#29,29,True,19,81,39,23500,3.4,,,991,,1000,23943.0,1000-1220,19-25,"Private, Coed",1950,Roman Catholic,Semester,Urban,$13.5 million +,http://www.brescia.edu
Brevard College,regional-colleges-south,,NC,Brevard,28712,south,True,private,#24,24,False,18,69,46,30250,3,,,702,,920,34458.0,920-1100,18-22,"Private, Coed",1853,United Methodist,Semester,Rural,$26.9 million,http://www.brevard.edu
Brewton-Parker College,national-liberal-arts-colleges,Brewton Parker College,GA,Mount Vernon,30445,,True,private,#164-#215,-1,False,14,,99,,,,,,,870,,870-1060,14-18,"Private, Coed",1904,None,Semester,Rural,N/A,http://www.bpc.edu
Briar Cliff University,regional-colleges-midwest,,IA,Sioux City,51104,midwest,True,private,#29,29,True,19,,60,30970,3.2,,,976,,980,,980-1180,19-24,"Private, Coed",1930,Roman Catholic,Semester,City,N/A,http://www.briarcliff.edu
Bridgewater College,national-liberal-arts-colleges,,VA,Bridgewater,22812,,True,private,#164-#215,-1,False,18,,66,36600,,,,1839,,980,,980-1170,18-26,"Private, Coed",1880,Church of Brethren,Semester,Rural,$93.1 million +,http://www.bridgewater.edu
Bridgewater State University,regional-universities-north,,MA,Bridgewater,02325,north,True,public,#108,108,True,19,,90,16640,3.1,,,9504,,990,,990-1150,19-25,"Public, Coed",1840,None,Semester,Suburban,$52.3 million,http://www.bridgew.edu/admissions
Brigham Young University--Hawaii,regional-colleges-west,BYU Hawaii Brigham Young University Hawaii,HI,Laie Oahu,96762,west,True,private,#17,17,False,22,,37,,,,,,,1090,,1090-1253,22-26,Private,N/A,None,N/A,N/A,N/A,http://www.byuh.edu
Brigham Young University--Idaho,regional-colleges-west,BYU Idaho Brigham Young University Idaho,ID,Rexburg,83460,west,True,private,#20,20,False,20,,95,,,3.0,,,,990,,990-1180,20-25,Private,N/A,None,N/A,N/A,N/A,http://www.byui.edu
Brigham Young University--Provo,national-universities,BYU Provo Brigham Young University Provo,UT,Provo,84602,,True,private,#77,77,True,26,40,64,5790,3.9,2.7,,31441,3.6,1190,13163.0,1190-1420,26-31,"Private, Coed",1875,Latter Day Saints (Mormon Church),Semester,City,$194.4 million +,http://www.byu.edu
Brock University,unranked,,,"St. Catharines, Ontario",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.brocku.ca/
Broward College,regional-colleges-south,,FL,Fort Lauderdale,33301,south,True,public,#65-#84,-1,False,,,100,10779,2.8,,,40784,,,,N/A,N/A,"Public, Coed",1960,None,Semester,Urban,$41.1 million +,//www.broward.edu
Brown University,national-universities,,RI,Providence,02912,,True,private,#14,14,False,32,41,8,58504,,3.4,,7043,,1420,24411.0,1420-1550,32-35,"Private, Coed",1764,None,Semester,City,$3.6 billion +,https://www.brown.edu/admission/undergraduate/
Bryan College,regional-universities-south,,TN,Dayton,37321,south,True,private,#47,47,True,21,77,51,28000,3.6,,,1241,,974,24473.0,974-1262,21-26,"Private, Coed",1930,Evangelical Christian,Semester,Rural,$6.8 million +,http://www.bryan.edu
Bryan College of Health Sciences,health,,NE,Lincoln,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Bryant University,regional-universities-north,,RI,Smithfield,02917,north,True,private,#7,7,False,24,38,76,45395,3.3,,,3499,2.6,1130,51752.0,1130-1300,24-28,"Private, Coed",1863,None,Semester,Suburban,$183.8 million,http://www.bryant.edu
Bryn Athyn College of the New Church,national-liberal-arts-colleges,,PA,Bryn Athyn,19009,,True,private,#164-#215,-1,False,21,,89,24471,3.4,,,296,,996,,996-1203,21-28,"Private, Coed",1877,Other,Trimester,Suburban,$55.9 million,http://www.brynathyn.edu
Bryn Mawr College,national-liberal-arts-colleges,,PA,Bryn Mawr,19010,,True,private,#27,27,True,28,53,34,54440,,,,1360,,1300,26721.0,1300-1500,28-33,"Private, Women's college",1885,None,Semester,Suburban,$897.2 million +,http://www.brynmawr.edu
Bucknell University,national-liberal-arts-colleges,,PA,Lewisburg,17837,,True,private,#35,35,True,28,36,33,58196,3.6,4.1,,3597,2.9,1250,41550.0,1250-1420,28-32,"Private, Coed",1846,None,Semester,Rural,$851.3 million +,http://www.bucknell.edu
Buena Vista University,regional-universities-midwest,,IA,Storm Lake,50588,midwest,True,private,#32,32,False,19,85,58,35194,3.4,,,1619,,920,21592.0,920-1140,19-24,"Private, Coed",1891,Presbyterian Church (USA),4-1-4,Rural,$138.1 million +,http://www.bvu.edu
Butler University,regional-universities-midwest,,IN,Indianapolis,46208,midwest,True,private,#1,1,False,25,57,68,42360,3.8,,,4698,2.9,1170,37818.0,1170-1330,25-30,"Private, Coed",1855,None,Semester,Suburban,$235.9 million +,http://www.butler.edu
Cabarrus College of Health Sciences,health,,NC,Concord,28025,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1942,None,Semester,Suburban,N/A,http://www.cabarruscollege.edu
